REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Functional,-5.107996655,38.623180589
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Functional,-5.110131556,38.623276142
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe,Non functional >6mo,-5.105008355,38.628575339
Tanga,Muheza,Amani,Shebomeza,Gravity,Domestic standpipe m,Non functional >6mo,-5.105416246,38.630151454
Tanga,Muheza,Amani,Msasa IBC,,,,-5.062224583,38.651620234
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe,Not functional,-5.033419148,38.362673535
Tanga,Korogwe DC,Bungu,Ngulu,Gravity,Domestic standpipe m,Not functional,-5.029831990,38.361935450
Tanga,Korogwe DC,Bungu,Kwamshai,Gravity,Domestic standpipe m,Functional,-5.005749293,38.363746582
Tanga,Korogwe DC,Bungu,Kwemshai,Gravity,Domestic standpipe,Functional,-5.006218644,38.366098575
Tanga,Korogwe DC,Bungu,Kwemshai,Gravity,Domestic standpipe,Not functional,-5.006573450,38.367298697
Tanga,Korogwe DC,Bungu,Mlungui,Gravity,Domestic standpipe,Not functional,-5.008086451,38.376523891
Tanga,Korogwe DC,Bungu,Lungui,Gravity,Domestic standpipe,Not functional,-5.010556719,38.380460321
Tanga,Korogwe DC,Bungu,Mkunguli,Gravity,Domestic standpipe,Not functional,-5.011695733,38.378868263
Tanga,Korogwe DC,Bungu,Mlungui,Gravity,Domestic standpipe,Not functional,-5.014136666,38.377944725
Tanga,Korogwe DC,Bungu,Mlungui,Gravity,Domestic standpipe,Functional,-5.017810870,38.373526204
Tanga,Korogwe DC,Bungu,Mheza,Gravity,Domestic standpipe m,Functional,-5.027726695,38.411556464
Tanga,Korogwe DC,Bungu,Mheza,Gravity,Domestic standpipe,Functional,-5.027151686,38.400193747
Tanga,Korogwe DC,Bungu,Mheza,Nira/Tanira,Hand pump,Functional,-5.022578990,38.404683480
Tanga,Korogwe DC,Bungu,Mheza,Nira/Tanira,Hand pump,Functional,-5.022560669,38.404240377
Tanga,Korogwe DC,Bungu,Mheza,None,Domestic standpipe,Not functional,-5.030873881,38.388694310
Tanga,Korogwe DC,Bungu,Vuje,Gravity,Domestic standpipe,Functional,-5.037325122,38.381777565
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.628988309,38.403120857
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.629034754,38.403571367
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.631912604,38.405431633
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.628371990,38.408453754
Tanga,Lushoto,Mlola,Lwandai,Nira/Tanira,Hand pump,Not functional,-4.632170872,38.418622082
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Not functional,-4.631354329,38.419538526
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.631210596,38.420356472
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.630935037,38.421106641
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.631097855,38.421726682
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.630310143,38.423464227
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe m,Not functional,-4.631244704,38.423691701
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.632028281,38.423919951
Tanga,Lushoto,Mlola,Lwandai,India mark II,Hand pump,Not functional,-4.631773609,38.424344086
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Function need repair,-4.629870294,38.425454211
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.628976885,38.425704530
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Function need repair,-4.625890381,38.424832770
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.625035026,38.424774800
Tanga,Lushoto,Mlola,Lwandai,Gravity,Domestic standpipe,Functional,-4.623000821,38.424594420
Tanga,Lushoto,Mlola,Mazashai,India mark II,Hand pump,Function need repair,-4.615143104,38.421045618
Tanga,Lushoto,Mlola,Mazashai,India mark II,Hand pump,Not functional,-4.599842409,38.420945326
Tanga,Lushoto,Mlola,Lwandai,India mark II,Hand pump,Not functional,-4.629627835,38.426885558
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Function need repair,-4.642216133,38.506496496
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Functional,-4.640313313,38.489233212
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Functional,-4.640323260,38.489328170
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Functional,-4.639911934,38.483695867
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Functional,-4.637050053,38.479712456
Tanga,Lushoto,Makanya,Kwaulasi,India mark II,Hand pump,Functional,-4.637079523,38.479816458
Tanga,Lushoto,Makanya,Kwetango,India mark II,Hand pump,Functional,-4.618728139,38.486936404
Tanga,Lushoto,Makanya,Kwetango,India mark II,Hand pump,Functional,-4.618518809,38.482469916
Tanga,Lushoto,Makanya,Bwaya,Other,Hand pump,Not functional,-4.659840499,38.484357791
Tanga,Lushoto,Makanya,Mdando,Other,Hand pump,Functional,-4.668328474,38.471475048
Tanga,Kilindi,Pagwi,Chamtui,Submersible,Domestic standpipe,Not functional,-5.963958496,37.144313491
Tanga,Kilindi,Pagwi,Rumotio,SWN 80,Hand pump,Not functional,-5.809686627,37.125294123
Tanga,Kilindi,Pagwi,Rumotio,Others,Others,Non functional >3mo,-5.814936255,37.144546308
Tanga,Kilindi,Pagwi,Pangwi,SWN 80,Hand pump,Functional,-5.810816421,37.102064298
Tanga,Kilindi,Kikunde,Kikunde,SWN 80,Hand pump,Non functional >3mo,-5.991881255,37.203005597
Tanga,Kilindi,Kikunde,Kikunde,SWN 80,Hand pump,Not functional,-5.988725065,37.186284013
Tanga,Kilindi,Kikunde,Kikunde,Submersible,Domestic standpipe,Not functional,-5.986008185,37.203068441
Tanga,Kilindi,Kikunde,Kikunde,Submersible,Domestic standpipe,Not functional,-5.987800722,37.193179276
Tanga,Handeni,Mkata,Manga,Submersible,Domestic standpipe m,Not functional,-5.904200617,38.237679266
Tanga,Handeni,Mkata,Manga,Submersible,Domestic standpipe m,Not functional,-5.905468506,38.235946766
Tanga,Handeni,Mkata,Manga,Submersible,Domestic standpipe m,Not functional,-5.906631033,38.235911721
Tanga,Handeni,Mkata,Manga,Submersible,Domestic standpipe m,Not functional,-5.907269102,38.234545141
Tanga,Handeni,Mkata,Mkata Mashariki,Submersible,Domestic standpipe,Not functional,-5.785781901,38.292920419
Tanga,Handeni,Mkata,Mkata Mashariki,Submersible,Domestic standpipe m,Not functional,-5.785763608,38.292946648
Tanga,Handeni,Mkata,Mkata Mashariki,Submersible,Domestic standpipe,Not functional,-5.786163758,38.291624162
Tanga,Handeni,Mkata,Mkata Mashariki,Submersible,Domestic standpipe,Not functional,-5.784053251,38.291051030
Tanga,Handeni,Mkata,Mkata Mashariki,Submersible,Domestic standpipe m,Not functional,-5.785488101,38.290395441
Tanga,Handeni,Mkata,Mkata Magharibi,Submersible,Domestic standpipe,Functional,-5.784521912,38.289236706
Tanga,Handeni,Mkata,Mkata Magharibi,Submersible,Domestic standpipe m,Functional,-5.783331763,38.289960591
Tanga,Handeni,Mkata,Mkata Magharibi,Submersible,Domestic standpipe,Not functional,-5.778654612,38.285579756
Tanga,Handeni,Mkata,Mkata Magharibi,Submersible,Domestic standpipe,Not functional,-5.778625473,38.286934795
Tanga,Handeni,Mkata,Kwenkwale,Submersible,Domestic standpipe,Not functional,-5.733238350,38.317236799
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe m,Functional,-5.667957431,38.363175475
Tanga,Handeni,Mkata,Kitumbi,Nira/Tanira,Hand pump,Not functional,-5.678046015,38.364241331
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.671050606,38.357311010
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.702433966,38.334662665
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.690405213,38.343938335
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.681248527,38.362886951
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.680555423,38.363605543
Tanga,Handeni,Mkata,Kitumbi,Submersible,Domestic standpipe,Functional,-5.680805341,38.365166436
Tanga,Handeni,Mkata,Kwangahu,Submersible,Domestic standpipe,Functional,-5.655923356,38.375694240
Tanga,Handeni,Mkata,Kwangahu,Submersible,Domestic standpipe,Functional,-5.657512241,38.378130861
Tanga,Handeni,Mkata,Kwangahu,Submersible,Domestic standpipe,Functional,-5.646803239,38.388987487
Tanga,Muheza,Tongwe,Kiwanda,,,,-5.054542490,38.711560145
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.053119459,38.710862528
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Non functional >6mo,-5.054747421,38.708947620
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.054641802,38.711471554
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.061646986,38.704999546
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.078933187,38.703344035
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.084326510,38.705774839
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.075201596,38.712914956
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.087793107,38.705756776
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.092740869,38.703751922
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.100845972,38.700000263
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.096219509,38.702516298
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.096893221,38.707018242
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.096311892,38.709216009
Tanga,Muheza,Tongwe,Kiwanda,Gravity,Domestic standpipe,Functional,-5.096253659,38.715012871
Tanga,Muheza,Tongwe,Tongwe,,,,-5.115839860,38.711593098
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Non functional <6mo,-5.102033806,38.711948471
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.107402027,38.709115252
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.109426316,38.710057343
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.110040625,38.712492951
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.112119025,38.711152304
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.113473119,38.711726881
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.113521271,38.703623031
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.114546332,38.703492176
Tanga,Muheza,Tongwe,Tongwe,Gravity,Domestic standpipe,Functional,-5.115099911,38.703418895
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.119633189,38.704932401
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.119816054,38.707034209
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.116531992,38.709739807
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.115093561,38.712173677
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Non functional <3mo,-5.115844080,38.711758267
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.116192268,38.712819672
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.127641262,38.712370421
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.127559178,38.711754850
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.127489331,38.710945831
Tanga,Muheza,Tongwe,Masimba,Gravity,Domestic standpipe,Functional,-5.124826018,38.704413127
Tanga,Muheza,Tongwe,Bombani,,,,-5.132667265,38.697783645
Tanga,Muheza,Tongwe,Bombani,Gravity,Domestic standpipe m,Functional,-5.132638146,38.697765981
Tanga,Muheza,Tongwe,Bombani,Gravity,Domestic standpipe,Functional,-5.130547929,38.699708376
Tanga,Muheza,Tongwe,Bombani,Gravity,Domestic standpipe,Non functional <3mo,-5.129538429,38.696604523
Tanga,Muheza,Tongwe,Bombani,Gravity,Domestic standpipe,Non functional >6mo,-5.127567276,38.691643487
Tanga,Muheza,Tongwe,Bombani,Gravity,Domestic standpipe,Functional,-5.126891440,38.690301776
Tanga,Muheza,Tongwe,Kweisaka,Gravity,Domestic standpipe,Functional,-5.130785127,38.701416265
Tanga,Muheza,Tongwe,Kweisaka,Gravity,Domestic standpipe m,Functional,-5.130681322,38.702044790
Tanga,Muheza,Tongwe,Kweisaka,Gravity,Domestic standpipe m,Functional,-5.133951923,38.702129071
Tanga,Muheza,Tongwe,Kweisaka,Gravity,Domestic standpipe m,Functional,-5.136174899,38.701526044
Tanga,Muheza,Nkumba,Kwemhosi,,,,-5.137356427,38.714624460
Tanga,Muheza,Nkumba,Kwemhosi,None,Others,Non functional >6mo,-5.136126693,38.714354722
Tanga,Muheza,Nkumba,Kwemhosi,India mark II,Hand pump,Non functional >6mo,-5.140207451,38.707823235
Tanga,Muheza,Nkumba,Kwemhosi,India mark II,Hand pump,Non functional <3mo,-5.142025950,38.720803610
Tanga,Muheza,Nkumba,Kwemhosi,Afridev,Hand pump,Functional,-5.141014187,38.721046903
Tanga,Muheza,Nkumba,Kisiwani_Nkumba,,,,-5.151261145,38.721861881
Tanga,Muheza,Nkumba,Kisiwani_Nkumba,None,Others,Non functional <6mo,-5.149378768,38.719213202
Tanga,Muheza,Nkumba,Mamboleo,,,,-5.155572146,38.725606817
Tanga,Muheza,Nkumba,Mamboleo,None,Hand pump,Non functional >6mo,-5.154628533,38.722847967
Tanga,Muheza,Nkumba,Kibanda_Nkumba,,,,-5.171941521,38.723155057
Tanga,Muheza,Nkumba,Kibanda_Nkumba,India mark II,Hand pump,Functional,-5.172523084,38.721348036
Tanga,Muheza,Nkumba,Kibanda_Nkumba,None,Others,Non functional >6mo,-5.181214121,38.722310347
Tanga,Muheza,Nkumba,Kibanda_Nkumba,India mark II,Hand pump,Functional,-5.167123234,38.725314229
Tanga,Muheza,Nkumba,Ubembe,,,,-5.148211724,38.736906337
Tanga,Muheza,Nkumba,Ubembe,None,Others,Non functional >6mo,-5.147849388,38.729187197
Tanga,Muheza,Nkumba,Ubembe,None,Hand pump,Non functional >6mo,-5.149832138,38.734165215
Tanga,Korogwe DC,Dindira,Msasa,Gravity,Domestic standpipe,Non functional <6m,-5.010160185,38.395454631
Tanga,Korogwe DC,Dindira,Manka,Gravity,Domestic standpipe,Functional,-4.984219612,38.412899241
Tanga,Korogwe DC,Dindira,Manka,Gravity,Others,Non functional <6m,-4.981954885,38.412579705
Tanga,Korogwe DC,Dindira,Zege,Gravity,Others,Non functional <6m,-4.971340944,38.414408577
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe m,Not functional,-5.026557354,38.386907880
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe m,Not functional,-5.027055814,38.386715012
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Not functional,-5.015339977,38.395272859
Tanga,Korogwe DC,Bungu,Bungu,None,Domestic standpipe,Non functional >6m,-5.021495018,38.392013161
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Not functional,-5.025433733,38.392750282
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.024965943,38.391772187
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Functional,-5.027216265,38.388534762
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.027830943,38.386946957
Tanga,Korogwe DC,Bungu,Bungu,Afridev,Domestic standpipe,Not functional,-5.026684128,38.380136972
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.026979306,38.379104029
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.020871457,38.371554636
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.019169094,38.366684170
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.019640174,38.364441036
Tanga,Korogwe DC,Bungu,Bungu,Gravity,Domestic standpipe,Non functional >6m,-5.023569862,38.371268526
Tanga,Lushoto,Malibwi,Bwei,India mark II,Hand pump,Not functional,-4.675106374,38.419864067
Tanga,Lushoto,Malibwi,Mhezi,India mark II,Hand pump,Not functional,-4.682762257,38.410139544
Tanga,Lushoto,Malibwi,Malibwi,Nira/Tanira,Hand pump,Functional,-4.699694816,38.387753041
Tanga,Lushoto,Malibwi,Malibwi,India mark II,Hand pump,Function need repair,-4.703912800,38.381805820
Tanga,Lushoto,Malibwi,Malibwi,India mark II,Hand pump,Functional,-4.709426767,38.378791016
Tanga,Lushoto,Malibwi,Ntambwe,Nira/Tanira,Hand pump,Functional,-4.717660120,38.397362561
Tanga,Kilindi,Kikunde,Ludewa,SWN 80,Hand pump,Functional,-5.981657027,37.207372325
Tanga,Kilindi,Kikunde,Ludewa,SWN 80,Hand pump,Non functional <3mo,-5.986362556,37.217599641
Tanga,Kilindi,Kikunde,Ludewa,SWN 80,Hand pump,Non functional <3mo,-5.963887989,37.205697528
Tanga,Kilindi,Kikunde,Mafulila,SWN 80,Hand pump,Not functional,-5.927430481,37.216927208
Tanga,Kilindi,Kikunde,Mafulila,Others,Others,Not functional,-5.941884056,37.244390866
Tanga,Kilindi,Tunguli,Msamvu,SWN 80,Hand pump,Not functional,-5.936261057,37.279061536
Tanga,Kilindi,Tunguli,Tunguli,SWN 80,Hand pump,Functional,-5.941039497,37.279912224
Tanga,Kilindi,Tunguli,Tunguli,SWN 80,Hand pump,Not functional,-5.938018913,37.281588372
Tanga,Kilindi,Tunguli,Msamvu,SWN 80,Hand pump,Non functional <6m,-5.935711360,37.268359320
Tanga,Kilindi,Tunguli,Msamvu,SWN 80,Hand pump,Functional,-5.935875721,37.269867689
Tanga,Kilindi,Tunguli,Msamvu,Others,Others,Not functional,-5.935939517,37.270716599
Tanga,Kilindi,Tunguli,Mtolo,Nira/Tanira,Hand pump,Non functional <6m,-5.933818295,37.328777851
Tanga,Kilindi,Tunguli,Lusane,Gravity,Domestic standpipe,Functional,-5.919823678,37.361825360
Tanga,Kilindi,Kwekivu,Kwekivu,Submersible,Domestic standpipe,Not functional,-5.783681165,37.305350955
Tanga,Handeni,Mazingara,Suwa,Submersible,Domestic standpipe,Not functional,-5.678427786,38.186083246
Tanga,Handeni,Mazingara,Suwa,Submersible,Domestic standpipe,Functional,-5.678111069,38.183921453
Tanga,Handeni,Mazingara,Suwa,Submersible,Domestic standpipe,Not functional,-5.690021752,38.190723807
Tanga,Handeni,Mazingara,Suwa,Submersible,Domestic standpipe,Functional,-5.697466348,38.204892533
Tanga,Handeni,Mazingara,Suwa,Submersible,Domestic standpipe,Not functional,-5.697709536,38.206312323
Tanga,Handeni,Mazingara,Amani,Submersible,Domestic standpipe m,Not functional,-5.711959922,38.235513532
Tanga,Handeni,Mazingara,Amani,Submersible,Domestic standpipe m,Not functional,-5.712082535,38.238629253
Tanga,Handeni,Mazingara,Amani,Submersible,Domestic standpipe m,Not functional,-5.713072804,38.238029741
Tanga,Handeni,Mazingara,Amani,Submersible,Domestic standpipe m,Not functional,-5.714732988,38.237723885
Tanga,Handeni,Mazingara,Amani,Submersible,Domestic standpipe m,Not functional,-5.715822778,38.237965754
Tanga,Handeni,Mazingara,Mazingara,Submersible,Domestic standpipe m,Not functional,-5.753778954,38.253941614
Tanga,Handeni,Mazingara,Mazingara,Submersible,Domestic standpipe,Not functional,-5.750877400,38.256972219
Tanga,Handeni,Mazingara,Mazingara,Afridev,Hand pump,Functional,-5.751760218,38.258929453
Tanga,Handeni,Mazingara,Mazingara,Submersible,Domestic standpipe,Not functional,-5.749108110,38.259726714
Tanga,Handeni,Mazingara,Mazingara,Submersible,Domestic standpipe m,Not functional,-5.745960512,38.256443622
Tanga,Handeni,Komkonga,Komkonga,Submersible,Domestic standpipe,Functional,-5.619577104,38.406127914
Tanga,Handeni,Komkonga,Komkonga,Submersible,Domestic standpipe,Functional,-5.615423212,38.404066355
Tanga,Handeni,Komkonga,Komkonga,Submersible,Domestic standpipe,Functional,-5.616188795,38.408520273
Tanga,Handeni,Komkonga,Kwamachalima,Submersible,Domestic standpipe m,Functional,-5.604848168,38.417398435
Tanga,Handeni,Komkonga,Kwamachalima,Submersible,Domestic standpipe m,Functional,-5.603838342,38.416739903
Tanga,Handeni,Komkonga,Kwamachalima,Gravity,Domestic standpipe m,Functional,-5.601754478,38.417742999
Tanga,Handeni,Komkonga,Kwamachalima,Submersible,Domestic standpipe m,Functional,-5.600758215,38.419712724
Tanga,Handeni,Komkonga,Kwamachalima,Submersible,Domestic standpipe m,Functional,-5.602631891,38.418546284
Tanga,Muheza,Kwakifua,Ngarani,,,,-5.231045383,38.755699553
Tanga,Muheza,Kwakifua,Ngarani,Afridev,Hand pump,Functional,-5.236042811,38.758907613
Tanga,Muheza,Kwakifua,Kwakifua,None,Others,Functional,-5.220766103,38.749241449
Tanga,Muheza,Kwakifua,Kwakifua,None,Others,Non functional >6mo,-5.219605394,38.746112643
Tanga,Muheza,Kwakifua,Mpakani,,,,-5.205580248,38.743007560
Tanga,Muheza,Kwakifua,Mpakani,India mark II,Hand pump,Non functional <6mo,-5.205765895,38.742283994
Tanga,Korogwe DC,Mpare,Mali,Gravity,Others,Functional,-4.987366593,38.470854708
Tanga,Korogwe DC,Mpare,Tewe,Gravity,Others,Not functional,-5.019837166,38.454019957
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe,Functional,-5.008547725,38.429757595
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Non functional <6m,-5.007763098,38.428947074
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Functional,-5.007585629,38.429915513
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Functional,-5.004656628,38.432819285
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Functional,-5.002563711,38.431852359
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Functional,-5.004257266,38.429972951
Tanga,Korogwe DC,Dindira,Kwefingo,Gravity,Domestic standpipe m,Functional,-5.003582125,38.429718944
