REGION,LGA_NAME,WARD,VILLAGE,TECHNOLOGY IN USE,WATERPOINT,STATUS,LATITUDE,LONGITUDE
Iringa,Njombe District,Ilembula,Iponda,Gravity,Domestic standpipe,Functional,-8.901248826,34.561419324
Iringa,Njombe District,Ilembula,Iponda,Gravity,Domestic standpipe,Non functional >6mo,-8.897432336,34.559039955
Iringa,Njombe District,Ilembula,Iponda,Gravity,Domestic standpipe,Non functional >6mo,-8.889594063,34.557893108
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.955764400,34.533943871
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.954342761,34.536197854
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.961329685,34.532888655
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.966497684,34.528053703
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.964164588,34.529264283
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.968624911,34.527370448
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.961496858,34.525623017
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.958521790,34.525556903
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.964344105,34.525013976
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.962357828,34.522304049
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.959183760,34.519730865
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.965022973,34.521369891
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.971845603,34.521088262
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Function need repair,-8.974684122,34.514324676
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.977609062,34.509830642
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Functional,-8.970320256,34.528810760
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.973314543,34.531341904
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.975520450,34.535627406
Iringa,Njombe District,luduga,luduga,Gravity,Domestic standpipe,Non functional >6mo,-8.983281271,34.539722862
Iringa,Njombe District,luduga,mpangampya village,Gravity,Domestic standpipe,Functional,-8.989524687,34.482190258
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.986394996,34.481566530
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.980682491,34.478544028
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.976200863,34.477729507
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.969515243,34.474131511
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.958512246,34.473754457
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.950438561,34.468755961
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.952073545,34.471297351
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.965320663,34.474263858
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.991949168,34.479323053
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.995430549,34.475912772
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.998725052,34.473251815
Iringa,Njombe District,luduga,malangali village,Gravity,Domestic standpipe,Functional,-9.050102334,34.470292908
Iringa,Njombe District,luduga,malangali village,Gravity,Domestic standpipe,Functional,-9.055469075,34.466307614
Iringa,Njombe District,luduga,malangali,Gravity,Domestic standpipe,Functional,-9.057699620,34.464304295
Iringa,Njombe District,luduga,malangali,Gravity,Domestic standpipe,Functional,-9.059530192,34.462189284
Iringa,Njombe District,luduga,malangali,Gravity,Domestic standpipe,Functional,-9.060395073,34.460958140
Iringa,Njombe District,luduga,malangali,Gravity,Domestic standpipe,Functional,-9.064050944,34.456198432
Iringa,Njombe District,luduga,malangali,Gravity,Domestic standpipe,Functional,-9.066322112,34.451571286
Iringa,Njombe District,luduga,mpangampya,Gravity,Domestic standpipe,Functional,-8.996056650,34.481497694
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.199858562,34.408682711
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.201338642,34.408847068
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.209499900,34.407539127
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.212580368,34.409452496
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.213164557,34.406778992
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.205256170,34.407551256
Iringa,Njombe District,wangama,imalilo water supply scheme,Gravity,Domestic standpipe,Functional,-9.204840069,34.406516092
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.203242796,34.406952779
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.202978231,34.408465412
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.201451997,34.407556688
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Function need repair,-8.873224708,34.534145269
Iringa,Njombe District,lu,iyai,Gravity,Domestic standpipe m,Functional,-8.869732674,34.538164538
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Functional,-8.862117633,34.546647109
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Functional,-8.865216157,34.536972645
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Functional,-8.840746981,34.526508730
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Non functional >6mo,-8.835490448,34.527150225
Iringa,Njombe District,luduga,iyai,Gravity,Domestic standpipe,Functional,-8.828109424,34.528091833
Iringa,Njombe District,luduga,igando village,Gravity,Domestic standpipe,Functional,-8.852092131,34.486858346
Iringa,Njombe District,luduga,igando,Gravity,Domestic standpipe,Function need repair,-8.842589328,34.471183944
Iringa,Njombe District,luduga,igando,Gravity,Domestic standpipe,Functional,-8.840595524,34.463827623
Iringa,Njombe District,luduga,hanjawanu village,Gravity,Domestic standpipe,Function need repair,-8.903774083,34.524216577
Iringa,Njombe District,luduga,hanjawanu,Gravity,Domestic standpipe,Non functional >6mo,-8.909585849,34.520070099
Iringa,Njombe District,luduga,hanjawanu,Gravity,Domestic standpipe,Functional,-8.911242441,34.522687014
Iringa,Njombe District,kidugala,masage village,Gravity,Domestic standpipe,Functional,-9.088755921,34.515691887
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.093651743,34.515503053
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.092882780,34.518512209
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.099576580,34.512342222
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.099009342,34.507302835
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.104129501,34.508634457
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.109792316,34.505571531
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.117065140,34.503537371
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.122076248,34.503969870
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.128589921,34.507490095
Iringa,Njombe District,kidugala,masage,Gravity,Domestic standpipe,Functional,-9.098562517,34.521288125
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.205176154,34.410273106
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.208624650,34.410451859
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.211412922,34.412922567
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.210703039,34.415050829
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Non functional <3mo,-9.212646909,34.417693640
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.215157250,34.419060704
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.204121786,34.410714838
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.201837682,34.410184321
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.202279788,34.413560912
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.200537418,34.413233275
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.200460630,34.410888442
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.198608524,34.408398145
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.197579537,34.407612361
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.202898599,34.399929979
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.203568531,34.400963379
Iringa,Njombe District,wangama,imalilo,Gravity,Domestic standpipe,Functional,-9.205749330,34.400163162
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.192772904,34.441982142
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.193509854,34.444313707
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.193926311,34.445673533
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.195507927,34.446364359
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.195111171,34.447706086
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.192081984,34.443933471
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.190834237,34.442323714
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.189877666,34.441283487
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.188036939,34.439077859
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.189417281,34.438372520
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.186825565,34.437996708
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.184756387,34.436521246
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.185457302,34.438492639
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.184425625,34.438099052
Iringa,Njombe District,Wangama,wangama,Gravity,Domestic standpipe,Functional,-9.169950832,34.477808216
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.166344192,34.471659497
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.167034346,34.469762847
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.166529414,34.468661194
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.167371545,34.472356137
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.167681428,34.474983390
Iringa,Njombe District,wangama,wangama,None,Domestic standpipe,Functional,-9.167111939,34.476570259
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Non functional >6mo,-9.169264481,34.476405896
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Function need repair,-9.169154815,34.477227782
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Non functional >6mo,-9.169524525,34.478579617
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.170356352,34.478442723
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Non functional >6mo,-9.171259262,34.478432805
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.171653174,34.478057607
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Non functional <3mo,-9.172365108,34.477501457
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.171192431,34.479296870
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.170795945,34.479868117
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.168676071,34.486063519
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.174251054,34.478182029
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe,Functional,-9.177117555,34.490891396
Iringa,Njombe District,wangama,wangama,Gravity,Domestic standpipe m,Functional,-9.177376934,34.492067861
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.177821807,34.517602239
Iringa,Njombe District,kidugala,masilu village,Gravity,Domestic standpipe,Functional,-9.179056565,34.522612692
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.182679807,34.523610724
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.183715067,34.526310716
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.184870826,34.524458999
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.197940925,34.534947778
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.178938983,34.524412759
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.174487611,34.523613665
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.169896083,34.524339949
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.165973860,34.523354955
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.162833454,34.522118310
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.152831546,34.521623879
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.156227646,34.521150747
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.158624451,34.519988873
Iringa,Njombe District,kidugala,masilu,Gravity,Domestic standpipe,Functional,-9.158015765,34.516859055
Iringa,Njombe District,kidugala,kidugala,Others,Domestic standpipe,Functional,-9.142630254,34.542914043
Iringa,Njombe District,kidugala,kidugala,Gravity,Domestic standpipe,Functional,-9.145336969,34.546213857
Iringa,Njombe District,kidugala,gonelamafuta village,Gravity,Domestic standpipe,Functional,-9.147395853,34.551097091
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.148111125,34.553465565
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.149469086,34.554913193
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.151087013,34.557032504
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.153657125,34.558824191
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.155113764,34.559174873
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.156655351,34.553771913
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.154817765,34.552573714
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.158977006,34.554721446
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.158351359,34.553481197
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.159226256,34.557366544
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.158504931,34.558915818
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.158894751,34.561913604
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.160744229,34.565938657
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.161306350,34.568308951
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.159501934,34.568982213
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.156697380,34.568915935
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.162945693,34.570242792
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.165017462,34.579451161
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.164234857,34.584046715
Iringa,Njombe District,kidugala,gonelamafuta,Gravity,Domestic standpipe,Functional,-9.164675716,34.587555619
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.169129574,34.607602580
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.170270872,34.610487257
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.162970023,34.608213371
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.167586363,34.609542299
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.166848197,34.611592357
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Non functional >6mo,-9.166906788,34.618862574
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.175278037,34.612468546
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.180861809,34.616332521
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.187771039,34.619653267
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.185648738,34.619069645
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.190230821,34.627785978
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.235390015,34.633132923
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.241978427,34.642157396
Iringa,Njombe District,Imalinyi,Imalinyi,Gravity,Domestic standpipe,Functional,-9.243624125,34.645874034
Iringa,Njombe District,mdandu ward,itulahumba village,Gravity,Domestic standpipe,Non functional <3mo,-9.066402231,34.759629567
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.065087305,34.758007524
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.062248139,34.755379859
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.059300316,34.752243587
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.056035124,34.747014408
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.053037903,34.743201099
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.051479397,34.741031648
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.049325161,34.738120268
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.048313499,34.733446318
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.046887324,34.734416548
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.045327505,34.731026175
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.044162064,34.726952792
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.042995597,34.721860128
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.048271363,34.730773857
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.053087997,34.729935083
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.057131302,34.727256505
Iringa,Njombe District,mdandu,sakalenga,Gravity,Domestic standpipe,Functional,-9.049192771,34.736337288
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.093927987,34.770570673
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.089774459,34.767711013
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.089184839,34.764304504
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.087218991,34.760320235
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.086074602,34.756074892
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.084506959,34.762859051
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.079802408,34.761821367
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.072930793,34.761625275
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.086658895,34.754349683
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.084928416,34.753226202
Iringa,Njombe District,mdandu,itulahumba,Rope pump,Hand pump,Functional,-9.086427497,34.751160920
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.083163222,34.746538174
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.082686904,34.741694561
Iringa,Njombe District,mdandu,itulahumba,Rope pump,Hand pump,Functional,-9.084373182,34.742304601
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.084079301,34.740462777
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.081798477,34.736113739
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.080964543,34.737654191
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.078435112,34.742149396
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.097712743,34.733103954
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.094548549,34.735951223
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.091147676,34.738649226
Iringa,Njombe District,mdandu,itulahumba,Gravity,Domestic standpipe,Functional,-9.083834593,34.749975038
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.086544116,34.680383305
Iringa,Njombe District,mdandu,itowo village,Gravity,Domestic standpipe,Functional,-9.093738146,34.680541056
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Function need repair,-9.098616637,34.682740318
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.101137203,34.680792801
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.102511479,34.678631813
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.102873832,34.680117129
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.111633024,34.681545234
Iringa,Njombe District,mdandu,itowo,Gravity,Domestic standpipe,Functional,-9.112354363,34.682713263
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.128950939,34.680230989
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.124650619,34.676718863
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.130561915,34.683799188
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.134410552,34.682901877
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.139420982,34.685139322
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.142816245,34.680345976
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.140835795,34.680187154
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.141823312,34.677785376
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.144910051,34.679159992
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.138276676,34.677792085
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.136680520,34.674645052
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional <3mo,-9.109119943,34.639720719
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional >6mo,-9.106184588,34.642438844
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional >6mo,-9.106512241,34.645524352
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional >6mo,-9.107941599,34.649058053
Iringa,Njombe District,mdandu,itambo,Gravity,Domestic standpipe,Non functional <3mo,-9.110063648,34.654093954
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.140134224,34.710586437
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.140678234,34.711685942
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.144664968,34.707189838
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Function need repair,-9.139496108,34.705342606
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.151196211,34.709140030
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Non functional >6mo,-9.151722206,34.710569065
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.149458859,34.708437521
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.148834419,34.704991413
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Function need repair,-9.149886369,34.702689111
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Function need repair,-9.150891131,34.703411304
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.153185778,34.700329059
Iringa,Njombe District,mdandu,mdandu,Gravity,Domestic standpipe,Functional,-9.150915400,34.702254873
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Function need repair,-9.104029758,34.667196995
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.099987638,34.666134648
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.098032809,34.665215340
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.097229220,34.661888181
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.092841943,34.661956423
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.090890785,34.660329164
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.087520349,34.657542762
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.087862966,34.655726912
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.085109629,34.657895437
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.084986299,34.654332286
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.082455669,34.652381863
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.081800883,34.652115951
Iringa,Njombe District,mdandu,ihanja,Gravity,Domestic standpipe,Functional,-9.079964100,34.650714535
